[0.039s] Invoking command in '/home/ik/aws_ws/build/dwb_msgs': AMENT_PREFIX_PATH=/home/ik/aws_ws/install/nav_2d_msgs:${AMENT_PREFIX_PATH} CMAKE_PREFIX_PATH=/home/ik/aws_ws/install/nav_2d_msgs:/opt/ros/foxy LD_LIBRARY_PATH=/home/ik/aws_ws/install/nav_2d_msgs/lib:${LD_LIBRARY_PATH} PYTHONPATH=/home/ik/aws_ws/install/nav_2d_msgs/lib/python3.8/site-packages:${PYTHONPATH} /usr/bin/cmake --build /home/ik/aws_ws/build/dwb_msgs -- -j8 -l8
[0.102s] [  1%] Built target dwb_msgs__cpp
[0.109s] [ 12%] Built target dwb_msgs__rosidl_generator_c
[0.128s] [ 24%] Built target dwb_msgs__rosidl_typesupport_introspection_cpp
[0.134s] [ 35%] Built target dwb_msgs__rosidl_typesupport_cpp
[0.138s] [ 47%] Built target dwb_msgs__rosidl_typesupport_introspection_c
[0.139s] [ 58%] Built target dwb_msgs__rosidl_typesupport_fastrtps_cpp
[0.142s] [ 70%] Built target dwb_msgs__rosidl_typesupport_c
[0.174s] [ 82%] Built target dwb_msgs__rosidl_typesupport_fastrtps_c
[0.201s] [ 82%] Built target dwb_msgs
[0.233s] [ 83%] Built target dwb_msgs__py
[0.277s] [ 93%] Built target dwb_msgs__python
[0.311s] [ 95%] Built target dwb_msgs__rosidl_typesupport_introspection_c__pyext
[0.313s] [ 97%] Built target dwb_msgs__rosidl_typesupport_c__pyext
[0.316s] [100%] Built target dwb_msgs__rosidl_typesupport_fastrtps_c__pyext
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory2_d__type_support.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory_score__functions.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory_score__struct.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory_score__type_support.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/local_plan_evaluation.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/rosidl_generator_c__visibility_control.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/trajectory2_d.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/trajectory_score.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/debug_local_plan.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/debug_local_plan__functions.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/debug_local_plan__struct.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/debug_local_plan__type_support.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_trajectory__functions.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_trajectory__struct.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_trajectory__type_support.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_twists__functions.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_twists__struct.h
[0.533s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_twists__type_support.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/get_critic_score__functions.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/get_critic_score__struct.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/get_critic_score__type_support.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/score_trajectory__functions.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/score_trajectory__struct.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/score_trajectory__type_support.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/generate_trajectory.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/generate_twists.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/get_critic_score.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/score_trajectory.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/environment/library_path.sh
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/environment/library_path.dsv
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/critic_score__rosidl_typesupport_fastrtps_c.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/local_plan_evaluation__rosidl_typesupport_fastrtps_c.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory2_d__rosidl_typesupport_fastrtps_c.h
[0.534s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory_score__rosidl_typesupport_fastrtps_c.h
[0.535s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/rosidl_typesupport_fastrtps_c__visibility_control.h
[0.535s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/debug_local_plan__rosidl_typesupport_fastrtps_c.h
[0.535s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_trajectory__rosidl_typesupport_fastrtps_c.h
[0.535s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_twists__rosidl_typesupport_fastrtps_c.h
[0.536s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/get_critic_score__rosidl_typesupport_fastrtps_c.h
[0.536s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/score_trajectory__rosidl_typesupport_fastrtps_c.h
[0.536s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/libdwb_msgs__rosidl_typesupport_fastrtps_c.so
[0.536s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/critic_score__rosidl_typesupport_fastrtps_cpp.hpp
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/local_plan_evaluation__rosidl_typesupport_fastrtps_cpp.hpp
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory2_d__rosidl_typesupport_fastrtps_cpp.hpp
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory_score__rosidl_typesupport_fastrtps_cpp.hpp
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/rosidl_typesupport_fastrtps_cpp__visibility_control.h
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/debug_local_plan__rosidl_typesupport_fastrtps_cpp.hpp
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_trajectory__rosidl_typesupport_fastrtps_cpp.hpp
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_twists__rosidl_typesupport_fastrtps_cpp.hpp
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/get_critic_score__rosidl_typesupport_fastrtps_cpp.hpp
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/score_trajectory__rosidl_typesupport_fastrtps_cpp.hpp
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/libdwb_msgs__rosidl_typesupport_fastrtps_cpp.so
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/critic_score__rosidl_typesupport_introspection_c.h
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/local_plan_evaluation__rosidl_typesupport_introspection_c.h
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory2_d__rosidl_typesupport_introspection_c.h
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory_score__rosidl_typesupport_introspection_c.h
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/rosidl_typesupport_introspection_c__visibility_control.h
[0.537s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/debug_local_plan__rosidl_typesupport_introspection_c.h
[0.538s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_trajectory__rosidl_typesupport_introspection_c.h
[0.538s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_twists__rosidl_typesupport_introspection_c.h
[0.538s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/get_critic_score__rosidl_typesupport_introspection_c.h
[0.538s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/score_trajectory__rosidl_typesupport_introspection_c.h
[0.539s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/critic_score.hpp
[0.539s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/critic_score__builder.hpp
[0.539s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/critic_score__struct.hpp
[0.539s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/critic_score__traits.hpp
[0.539s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/local_plan_evaluation__builder.hpp
[0.539s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/local_plan_evaluation__struct.hpp
[0.539s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/local_plan_evaluation__traits.hpp
[0.539s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory2_d__builder.hpp
[0.539s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory2_d__struct.hpp
[0.539s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory2_d__traits.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory_score__builder.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory_score__struct.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory_score__traits.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/local_plan_evaluation.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/trajectory2_d.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/trajectory_score.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/debug_local_plan.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/debug_local_plan__builder.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/debug_local_plan__struct.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/debug_local_plan__traits.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_trajectory__builder.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_trajectory__struct.hpp
[0.540s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_trajectory__traits.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_twists__builder.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_twists__struct.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_twists__traits.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/get_critic_score__builder.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/get_critic_score__struct.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/get_critic_score__traits.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/score_trajectory__builder.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/score_trajectory__struct.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/score_trajectory__traits.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/generate_trajectory.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/generate_twists.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/get_critic_score.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/score_trajectory.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/critic_score__rosidl_typesupport_introspection_cpp.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/local_plan_evaluation__rosidl_typesupport_introspection_cpp.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory2_d__rosidl_typesupport_introspection_cpp.hpp
[0.541s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/msg/detail/trajectory_score__rosidl_typesupport_introspection_cpp.hpp
[0.542s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/debug_local_plan__rosidl_typesupport_introspection_cpp.hpp
[0.542s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_trajectory__rosidl_typesupport_introspection_cpp.hpp
[0.542s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/generate_twists__rosidl_typesupport_introspection_cpp.hpp
[0.542s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/get_critic_score__rosidl_typesupport_introspection_cpp.hpp
[0.542s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/include/dwb_msgs/srv/detail/score_trajectory__rosidl_typesupport_introspection_cpp.hpp
[0.542s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/environment/pythonpath.sh
[0.542s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/environment/pythonpath.dsv
[0.542s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/__init__.py
[0.542s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/msg/__init__.py
[0.542s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/msg/_critic_score.py
[0.542s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/msg/_local_plan_evaluation.py
[0.543s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/msg/_trajectory2_d.py
[0.543s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/msg/_trajectory_score.py
[0.543s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/srv/__init__.py
[0.543s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/srv/_debug_local_plan.py
[0.543s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/srv/_generate_trajectory.py
[0.543s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/srv/_generate_twists.py
[0.543s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/srv/_get_critic_score.py
[0.543s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/srv/_score_trajectory.py
[0.544s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/dwb_msgs_s__rosidl_typesupport_fastrtps_c.cpython-38-x86_64-linux-gnu.so
[0.544s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/dwb_msgs_s__rosidl_typesupport_introspection_c.cpython-38-x86_64-linux-gnu.so
[0.544s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/python3.8/site-packages/dwb_msgs/dwb_msgs_s__rosidl_typesupport_c.cpython-38-x86_64-linux-gnu.so
[0.544s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/lib/libdwb_msgs__python.so
[0.544s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/msg/CriticScore.idl
[0.544s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/msg/LocalPlanEvaluation.idl
[0.544s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/msg/Trajectory2D.idl
[0.544s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/msg/TrajectoryScore.idl
[0.544s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/DebugLocalPlan.idl
[0.545s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GenerateTrajectory.idl
[0.545s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GenerateTwists.idl
[0.545s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GetCriticScore.idl
[0.545s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/ScoreTrajectory.idl
[0.545s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/msg/CriticScore.msg
[0.545s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/msg/LocalPlanEvaluation.msg
[0.545s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/msg/Trajectory2D.msg
[0.545s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/msg/TrajectoryScore.msg
[0.546s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/DebugLocalPlan.srv
[0.546s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/DebugLocalPlan_Request.msg
[0.546s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/DebugLocalPlan_Response.msg
[0.546s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GenerateTrajectory.srv
[0.546s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GenerateTrajectory_Request.msg
[0.546s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GenerateTrajectory_Response.msg
[0.546s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GenerateTwists.srv
[0.546s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GenerateTwists_Request.msg
[0.547s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GenerateTwists_Response.msg
[0.547s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GetCriticScore.srv
[0.547s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GetCriticScore_Request.msg
[0.547s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/GetCriticScore_Response.msg
[0.547s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/ScoreTrajectory.srv
[0.547s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/ScoreTrajectory_Request.msg
[0.547s] -- Up-to-date symlink: /home/ik/aws_ws/install/dwb_msgs/share/dwb_msgs/srv/ScoreTrajectory_Response.msg
